product_id,product_name,category,actual_price_1,discount_percentage_1,discounted_price_1,user_id,user_name,rating_1,rating_count,truncated_rating_count,actual_price_truncated,category_division,quartile_rc,actual_price_category,category_division_1
B0912WJ87V,"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Internationally Tested] Aromabuds Fragrance Option - Black",Car&Motorbike|CarAccessories|InteriorAccessories|AirPurifiers&Ionizers,4000,42,2339,"AG6W5HESRSDLBX3NCYOOUGFOWERA,AED4U5CF37HVSYPMD6KUP3YPH36A,AGUHDV5GZZQ53BGLNLV654IPDASQ,AEDMXTLZRXBSPPDRYIN6PAGXFXCA,AEVBIVJJCIRYJRR7G47DFT6SFBAA,AF65HJXCS64PXG5GMEBZOLVCZSPQ,AE5CGWMRDJN6NMXZ5XH74X2GIRNQ,AEDVMC3DUI5UUVQ43C4XLLZJGWUA","Arivazhagan,Ajit,swanand pandit,Venkatesh S.,Shubham Sharma,arun chaturvedi,Amazon Customer,sanket",3.8,1118,1118,4000,Car&Motorbike,1,mean price,Other
B07WKBD37W,"ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White)",HomeImprovement|Electrical|Adapters&Multi-Outlets,999,57,425,"AGNE5T4E7SEMJUDM4COI6JBNJQBQ,AES63PZGZP33ZVO55CCO2WYML7NQ,AHQYGDH4CNFRYRTPCENNJNJHULTQ,AEMDF6YAXYO7WQUIAFGEULA7NWWQ,AFDV4H4KLTJ55TV4USUXZQ3SM47A,AHHGXR7CKVXIJ2ZT7XLLXW4DK7DQ,AEBMBHYSJBU324NU4URUAU4RHB2A,AEYMLF2UAU4DY2LCCDIDPFEIAAAA","Ehsan Ul Haq,Abhishek rajput,Nishant Malik,ruhi a.,jasmitha,Sunil W.,B. Bibo,monyag",4.0,2581,2581,999,HomeImprovement,2,low price,Other
B076B8G5D8,Boya ByM1 Auxiliary Omnidirectional Lavalier Condenser Microphone with 20ft Audio Cable (Black),MusicalInstruments|Microphones|Condenser,1995,60,798,"AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,AF3XMPDSQQDSRN2PG5NGPECLPRDQ,AHQF77NZIRBV6LQMO6VEC6O5FL4Q,AFIKD3VY6WOYWPMJUTELWZAXHIXQ,AH6NJEFXD5ISMZJQICGKAZPQQGWQ,AGQS2PKNNCEBXCPSYKOO4I2DGZNQ,AEMACSBSMT4WLJPLOKIWGFJLJJEQ,AH2MIHS2WTWM7R5DFWRUZVTYK7TQ","Sameer Patil,Ashish s.,Harshal Kothari,Govinda,Arjun Ram,Amazon Customer,swapnil,Sk Sahanur Ali",4.0,68664,39952,1995,MusicalInstruments,4,low price,Other
B07R99NBVB,"Gizga Essentials Cable Organiser, Cord Management System for PC, TV, Home Theater, Speaker & Cables, Reusable Cable Organizer for Desk, WFH Accessories, Organizer Tape Roll, Reusable Cable Ties Strap",HomeImprovement|Electrical|CordManagement,599,58,249,"AEG6NCZPUEEC3YY267IS3YMFRBWA,AE3S562OZDGHRXCXEO6AXOU3W5AQ,AE4ENCSAVBVYJVFC3GMNMRDSD2KA,AFREKZH5BGM747DB57WHR4RTR3QA,AEIFPFERCLDOHEDLTL4AT54MGQYQ,AEEGGAYRYXP6RHFL64B5MD5RVOKA,AGB7JIFSP63DCBEXSQJ7NV4QOYMQ,AGTVC53G6H2H6XPYPMPKWPVMEYNQ","Dhineshkumar,Amazon Customer,Ankit Kumar Singh,Pranay,Harshith,Amazon Customer,M M M,E R",4.5,5985,5985,599,HomeImprovement,3,low price,Other
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,1900,53,899,"AG22QSZIES6VEC3IVAGKQD4N7WHA,AHFGWOU2ANAHIK6VUKI267DZO5PQ,AE7JCA7MTQHV6XTNF2NQFH5DG6KQ,AHKW2FPVJKYDYZOTMPDW4CIXUHLA","Jagdeep,imtiaz dhalech,Simple Person,Neha Naik",4.0,3663,3663,1900,Health&PersonalCare,2,low price,Other
B00DJ5N9VK,Faber-Castell Connector Pen Set - Pack of 25 (Assorted),Toys&Games|Arts&Crafts|Drawing&PaintingSupplies|ColouringPens&Markers,150,0,150,"AE5D3EMPETKIA4VU4SZU5UIHXKQA,AFF76KWKCMR6GNPUXKEBO3N5YTZA,AEXM7ZELXVFNAKRTVDJ5RAK42KRQ,AHYHKNM6SBOIEHGTSR3YR4QMEZMQ,AHYDPSGRW6OTHG2H7LYZVV6SHZ4Q,AGQQ5W4LCISBHXT54SYYCIS75C2Q,AGLAQV6LP4AXJCMGURQX3OUNTYJQ,AHTBXGFU2EAF5DIC3PT2MVAN2BFA","Aradhna Aadhya,sonali ghosh,Sam,VGRK,Surfer007,Lovely,Arun sharma,Maria",4.3,15867,15867,150,Toys&Games,3,low price,Other
B07JF9B592,MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),MusicalInstruments|Microphones|Condenser,699,32,478,"AHQ4Q75NBEWOM4OWOXUZW7V247NQ,AEQCAMSZJTMNIKXAPXCKT5XLOWIA,AGCHPEKLU5ZFHDV7K3QYXNJQP6JA,AFFXN6T5QGDHRUO24P4PM56E7AAA,AGUPZJ4VI66F5L3GN2VT6QDZEAJQ,AFVIFCKLO7ADXYQAQ2T74HUJEBEA,AFRCL2UST67EVGUTDLV2JGI4OKUA,AFCCTAOXYH2XQNESLRQRH72G27ZQ","ˢᴰ82ˢᶜ ✔️,Manish Rautela,Sai kiran,Dinesh S,Uttam,Shahrukh,ADITYA UBARHANDE,Deepak Kanwaliya",3.8,20218,20218,699,MusicalInstruments,4,low price,Other
B00LZPQVMK,Parker Vector Standard Chrome Trim Ball Pen (Ink - Black),"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",320,15,272,"AE3S2ZAEMH765KUJ57DR6HBZBB3Q,AHSIVUNTJMI5S5AJGFDE5EDQ355Q,AGQUDHVCMBW7DYS2HT5HA3QCZIEA,AFNXZNINQLTHKVRFI37VQAAFFGOA,AGVKQNHNS7PQK63FIB6EVC5GUAMQ,AEHZ4NOZ5SIDQLGODWS4UZ6RVQJA,AGBVAEUPMWYCDQIKNAD2DXEYWXZA,AEOJW7OWUZROZ6Z66ZQU33Y2ZYLQ","Fardeen mujawar,Pavan,Danny,Siddhartha Pratap,Rabindra Kumar Das,Amazon Customer,Rakesh Ranga Yadav,Nivedita Chatterjee",4.0,3686,3686,320,OfficeProducts,2,low price,OfficeProducts
B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",160,14,137,"AGQBRQKHB6V2GKNP5NQCBG3TZFPQ,AGXXROFSXQ7UYFJ4SM2KRSY5GNUQ,AE4OJDGKLBRC3SKJV2S3AHVXBWBA,AEUDSXTROWKKBDOIXDIPXVUR5GAA,AGB2VOIFUR7OVK5G6TMSPV52XHFA,AF6LSVYUDV7WMLIBPHXHBDSVFDTA,AHPXWAFSPVEID3MIG3SFU4XFOSLA,AF7QEOPISA5J33YVAQWX2EGDEPUQ","Hamsavarthini,Samir Shukla,Shahbaz,Shar,Akshay,armaan,Alok Kumar Dixit,Alok pandey",4.4,6537,6537,160,OfficeProducts,3,low price,OfficeProducts
B00S2SEV7K,"Pilot Frixion Clicker Roller Pen (Blue), (9000019529)","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",100,10,90,"AFSJUWV2I4CD53EPCRMOQJ3CWR3Q,AGLYAYWTFPPMLELDG7MBUTWQZTKA,AHAAYO56NUYMNL7O7P65YAAKV6TA,AFWPXEXJRSEYWLZSQDGUDSBDHBLQ,AES4QRD3RAYW2ORTU7E7K76ODZ5A,AFRXDI4SII4JBMPANDYIBWAXES6A,AGH6HBX2KQ7SPFSKTLA3TXXEODHQ,AHWWSRDGMUI3RUPRJLQY7DLHKXIQ","Abhay Gupta,vimal rastogi,Sughnesha,Prityush,Anzer Ahmed,A name I won't regret,Biby,Kayam Sayyed",4.1,6199,6199,100,OfficeProducts,3,low price,OfficeProducts
B095X38CJS,"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.",OfficeProducts|OfficePaperProducts|Paper|Copy&PrintingPaper|ColouredPaper,99,0,99,"AG7MI6MZP3GMUTO65QNUR25VP7VA,AHBZCVGYU7BO7DCSNDWCXK5GQP2A,AECMWB3HNGTTXL2CN4FR6NFXD5GA,AEDRNOENRBIMTJ75EUOOTKRN7YOA,AE5GXCIX32PZKCLESSPQFXILAPNA,AHM3VIGOFAIX3B5LBTVFIH3JPL2A,AGN44TXNKAN6TOS4VEW5N347GCNA,AHZZISWHBQV4TL3MKOJTH22IUNIQ","kashif,sezhian,Dinesh K.,Jenifer,Harsh,suresh,Madhu,Amazon Customer",4.3,388,388,99,OfficeProducts,1,low price,OfficeProducts
B00LY17RHI,Camlin Elegante Fountain Pen - Black/Blue/Red,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|FountainPens",225,0,225,"AE6FSULFZEB65U7FWSETNHLBP5JQ,AGV3YW3GZJTWUP4FC7UBOYRWEFUQ,AE6HGV4SSK2V4C4QVOKY42KZW2DQ,AH2NX4DPPSUUQYJJYAECCBRBJK6Q,AEJ47MXJRDNX6VPRKKW5KD56SAFQ,AEHOGFWLLZ3VXB3FKNIMZU5QBQQQ,AGCU4M3EJ346F7J4DKXK4C6FKXKQ,AHH4X42X46T6KKBR7G3L7TCGV3OA","Rayees Tigadi,ajay,Tathagata Chakraborty,Rajendra,Nihal Rathod,KOVENTHAN G,Pushpita Mitra,Neeraj",4.1,4798,4798,225,OfficeProducts,2,low price,OfficeProducts
B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",600,20,480,"AEWRRSZJ7PFNPLN3PDWMWQJ2UEIA,AHWNKLMNWM55LSYHST2D4QJHIPJQ,AEP3BU7PNOTWYZ2YZ2IGC2AFJ4UQ,AH5PCRPW73ATTHHWOOCLLOY27RTA,AHYRVZO75V7QCBX2UY42LN6TPVHA,AGMJH3UJPOVZAA7KCWUGWNBPOPDA,AFA6VUQZIGTFOXBWJQEN4TRPEYSQ,AEFBEFEQHITZHESCPA42U5N2Y7YQ","Diksha Wankhede,Sam,Shafi Nagani,Unified Excellence LLP,Adarsh,SUJOY DAS,Nitin Kumar,Archana Mishra",4.3,5719,5719,600,OfficeProducts,3,low price,OfficeProducts
B00N1U7JXM,"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and organizing","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",175,49,90,"AFCNMPYF3HBJZ3FYMKXQAMR55OSA,AFW6KM45ORMBEVYBQ4QMSGG2ODOQ,AEWQF6RZYLNE6KZGF7DKK3C7IVGA,AFSLFJUEJHEFU5FAYUPIW2DZZR4Q,AEFUZZHV62AGF5NW5JJMEQI5TJ2Q,AGYOCAXRDRTOABD7L7HRINORYK6A,AFGWCA57CSCLUTCHHHRQOHUZALAQ,AF5DDVYNOENPTAMINHPTVCNWPCZA","Deepak kumar,Ahsan Shaikh,Karan Khanna,Sagar Nemade,Fazeela Fazzii..,Manoj,Sujoy Singha 93,Mani",4.4,7429,7429,175,OfficeProducts,3,low price,OfficeProducts
B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts|OfficeElectronics|Calculators|Basic,440,0,440,"AFCKVOFM46DHVEVU7M4ABUCXDLLQ,AH6ROKDEOWF5LFGRK4GWLYNSO6YQ,AGWSJPW7AT2OTWNRZGKCMRT4TPYA,AFX3S2XJA42O4HP6JF2F2MM5XGFA,AHZJIQSIZULMCKUVKKUV7WG5PEKA,AGSOOGPVVNTJXHSJK7FBA7ZJHIHQ,AE5BCR4FI23IPEGD3ZSDWOGO4ALQ,AGJ64A22CHS6NGAE6LD7G7PHCYKQ","Dipu,Kayumuddin,Ankit salunke AS,Ramachandran Ravi,Nekitha V,Sumit G.,Netaji,Raymol",4.5,8610,8610,440,OfficeProducts,3,low price,OfficeProducts
B07SBGFDX9,"Pentonic Multicolor Ball Point Pen, Pack of 10","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",120,0,120,"AGK76H5VGHDWFQD7JTHVKZNQ5BHA,AHWXK2FU23OBRZZUAXLTBDI3GMIQ,AG6MJ7SV33TYEKAWZOY7HBZ2W2WA,AGIVUEKXGQYNDWJ2UDEE6T24G6LA,AH7Z4E2IL2MTD636EXSVY3BP6DYQ,AEQTIHVRG63RUHQ6HMSZZPITXCSA,AHYTLAOGOPXGT32G7WO2MNPWKISQ,AFPZ5LEIQUTJBH4TEJFQIQT327NQ","Parul S.,Prateek Tiwari,kateriki,golla ramesh,Misoma,Gajanand Raigar,Samir,Jupally bhanu",4.1,4308,4308,120,OfficeProducts,2,low price,OfficeProducts
B00K32PEW4,"Casio MJ-120D 150 Steps Check and Correct Desktop Calculator with Tax Keys, Black",OfficeProducts|OfficeElectronics|Calculators|Financial&Business,535,0,535,"AGJ2FUFEZ6Y65C3CZA6XJ4J74NFA,AEOMLWH4R5GQ2PAEYWT7DXBDIDFQ,AGZSGTXSS3U5JRRIRFWBTC7N37VQ,AHYE53BX5R2BNJHNSISJLEXOIAPQ,AHXUXPQFBUYDK4PEVU2BEKXMY4XA,AFN3Q6PA5YJYY5MW4JJW7KD3CFMQ,AE3RFRGO7TRR2B3HPMSS4UGJZDMQ,AHKSCTFHQOFIBISZ7QXIL7KOIVGA","Certified customer,deepak,Sanjiv Suhas gogate,anoop,SHUBHAMKHARIAL,K.S.Sreekumar,Ramesh,Rajat",4.4,4426,4426,535,OfficeProducts,2,low price,OfficeProducts
B08XNL93PL,"Portronics Ruffpad 15 Re-Writable LCD Screen 38.1cm (15-inch) Writing Pad for Drawing, Playing, Handwriting Gifts for Kids & Adults (Grey)","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries",2999,53,1399,"AEYGIH4DOWVSDCW5NMBO5B66JC5A,AFOSMRWUX356F43ZT3O46AKFXLEA,AHAAATUF2J4XWCRCFDHSGRMR4QHQ,AHTVNJD4KEN5OLLRPBMBVK65CBTA,AF3FG4DF4LJXC26OKQ7OCTTV76CQ,AENNAVVG4GBJKDQKJXQUEKQKTXGQ,AHTKG4MRV4XNZ43XSD4R7A3XSB3A,AEI4VIVXAPEKJT4MCN25ZWPE6Z7A","Shibendra,Rajesh,Hemang verma,Sj mitra,Amazon Customer,Amazon Customer,Johar Mohammad,Manoj kumar",4.3,3530,3530,2999,OfficeProducts,2,low price,OfficeProducts
B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",160,2,157,"AF3GETWWBGMLASY2KKNNBS2VO6DQ,AEZPNXZLF5U7XEX6TOW3J56C3XDA,AF772O5YC4ZR6O2Y4VMIWTWEZMPA,AECNKBFNUZ5AY4RLJIYQOHMMKQVA,AH7MHPNMOPCXJHV56ITYG5BNCVNA,AGVVJUVII5T3HT6O5F7YHQNOXCPA,AGEDNYHQPV3GSF7ZKA3WWGDLKGGQ,AEDVHCTFRSHLBEEGFK3H45GATQFA","Anirban B.,Amita,Ayushi Raj,Neeraj Rawat,Salma,Certified buyer,Ayush,S.Balasubramanian",4.5,8618,8618,160,OfficeProducts,3,low price,OfficeProducts
B0746N6WML,"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",450,24,341,"AFVTO4K2IG5AYWZPOAEA2QGPZZ4A,AHWTCTHLUKPJP2IUI4BQMHLGSEAQ,AHAPQUB4R4LW5DVZEUNCXW3PB5BQ,AEHTBA3SGAOECHU5ZCSRUW4NUGLA,AETY3ZRXJNRJ7NEK7BMH2XXO26KA,AGLWKVJOI7HQ24WJBODYR5E556SQ,AEH27CVZQNPB3YDLTNLPLCNNMKOQ,AERPXYDL77A3TGZVEC4E7COXPNJQ","Good,Aayush,Nupur Gupta,Gunjan Sengupta,Syed TAMEEMUL HAQUE TAHSIN,DEEPENDRA SONY,Sankar G,Aspire",4.3,2493,2493,450,OfficeProducts,2,low price,OfficeProducts
B00P93X0VO,"Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",120,5,114,"AGPGSHGMGBF6GBOQ7ZXUBQ3IFZJA,AGCTDYXDS2ERAZO6ACV6JTFOHIZA,AHRUFDHGCKZGKT54AVRPZEUTNROQ,AHMN43SPXNEJP5O5QDLMZJXUAECA,AEUDSXTROWKKBDOIXDIPXVUR5GAA,AGM6G35OHG5KQMIRRXHX72G3LK2A,AFRS67BBE6ROLU6SGM626FXNLFNQ,AEEJ44O5YFDJ7ILQI74U7XMNEFIQ","Aditya Chatterjee,Raksha,shubham s.,Lucky mir,Shar,Soham Papinwar,AJJU BABA,Suman sutradhar",4.2,8938,8938,120,OfficeProducts,3,low price,OfficeProducts
B00LM4X3XE,Parker Quink Ink Bottle (Black),"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",100,10,90,"AEVJ7N5EX6TJXU2OFCDO4HSY2LJQ,AGMGQLON63U5BK3Y4TWRMLBA55RA,AEL3456JVPVXWB6RKCYTYVXKVX3A,AEUUCRDKXXXU4LJNB3ERBXQY47CQ,AHNNUOE6JO6DYVSBCELNHU63SLTQ,AGZ65RFJNJ2KCHAFLG7G6O5NTBCQ,AE6HGV4SSK2V4C4QVOKY42KZW2DQ,AEJTMP5M2622L3W6D2YHPTZ67JIA","ghost parris,Zeeshan Ansari,Dipankar Mondal,Sonam mishra,Harini Jeyapal,Vineetg,Tathagata Chakraborty,RAVIKUMAR RAGHAJIBHAI PATEL",4.3,3061,3061,100,OfficeProducts,2,low price,OfficeProducts
B00LM4X0KU,"Parker Quink Ink Bottle, Blue","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",100,0,100,"AEWW4LJOVXD65UKE7QCBCHQZMG7A,AGVWB5YTQZC7GAIV4PCCOFF2U27A,AFUR2THG6BYV6IRA5JV6LBQNG2AA,AFSG5TXKKCLHBK3FABKJABBBUHEQ,AF2DOUVTY5LHTVWGGVE6YHW5KEGA,AFEX5OM5UOST6POIWTBW6TCEZ2YA,AFKZZOQ7J2SOXP3OHFBEDXNFINCQ,AFD6P5IRXY6KWXUW4H7X6ECRMSLA","Kindle Customer,Aryan,pooja reddy,Amazon Customer,Meenakshi jasrotia,imamthulla,Anan,Sanjay Chavan",4.3,3095,3095,100,OfficeProducts,2,low price,OfficeProducts
B00LOD70SC,Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",210,15,178,"AG3G7G2DUJKN5YMCOYZNCADKKJUQ,AH44B2X6AT45J37MHHTU6RROTR4Q,AEK7LRAV4F5SJOHLTLWOHW2HGDKQ,AEJNQ7HJWCUBEAPBJY3WNA4KYCSA,AGQUWP2W5FVCMMXE3TITGSKHVW7Q,AFVIOYI64LWX7ZMVHYEMSMPMGEQA,AE4KGK2WCG6QWH2TOWODVEN4F5OA,AGB3BMFYPRZH26CFIYKTDIA3NGVQ","Madhusmita singh,Sandeep Singh,Jay OG,Asim,Vikas malakar,Nitin Verma,Amazon Customer,Subi",4.3,2450,2450,210,OfficeProducts,2,low price,OfficeProducts
B00P93X6EK,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",160,2,157,"AEULM3CY4ND6RQZI7TE64I2BNOWQ,AHT3QSBKTAPMXMMZHQYBKPCCXXLA,AFNWEVF5JQ7ENJHBHIHTBYUZBXYQ,AGQNWKU6Y4KUJ5VINPKC7UGSMCFQ,AEPVIJMCNS4OBHRA6D5ZXYVNTXZA,AGE7NMAHUEHPYGY7HXDJVHUFMMCQ,AFW6KM45ORMBEVYBQ4QMSGG2ODOQ,AFWFPCA372BJOQZ4WQNB54ZB2SKQ","Somya Meena,Poojitha Pachigolla,Satya prakesh verma,Aaradhya Shandilya,Kevin,Ranjitkumarmanna,Ahsan Shaikh,Sapna",4.5,4428,4428,160,OfficeProducts,2,low price,OfficeProducts
B0846D5CBP,"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts|OfficeElectronics|Calculators|Scientific,1295,0,1295,"AFES6HMBN5CAV5HWKASX5HS743BA,AE2SYKBDNNE4PVOOYME4HQILKXTA,AFDMSPZU56HC6LYNPSPFLBTALJMA,AGVSDTELCGKF3H54PJHYWO22MGFA,AEEOHRSGRB777SO6I4OOPWZ4DQ4A,AF3CZ6OL3AA35DQULP6J2TCEOJOQ,AHTXWZCWVFIFVLHBN27YWHVPXTUQ,AGVJ4GQPFR3DJ4ZV4ZT6EXE3ZNUA","Vajrala s.,Goutham.G.A.,Abhishek Kumar Sharma,Goutam,bheemanna,Jose v j,Pratik Kumar (Sinu),cherukusureshreddy",4.5,5760,5760,1295,OfficeProducts,3,low price,OfficeProducts
B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",800,75,198,"AENFXWHBX7R7PZG2Q67PXLFGPHAQ,AESZWZDE27MOGUHBRLCLXLVPGAFQ,AG4UQP4EKBXW3ZFQFIEGYNY2UHWQ,AFOLBZKWUZVF4PQ33ISHI3DEFDUA,AFV6VAGYLU35VYPDF7TN4ZJOCTWA,AGA4MZI3ZKNPYUXSJ5OHUNI7EJPA,AFJCL4S4SSCDXKTSMZJQ7DWNWQBA,AFRUA3JDKXTUMZLL7DF6FA632JVQ","Ghazal,Vishwajeet,PREETI RAWAT,Karthi,Punjal s.,Anjali,Amazon Customer,jezz.ralte",4.1,9344,9344,800,OfficeProducts,3,low price,OfficeProducts
B07KCMR8D6,Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",50,0,50,"AEVPRYZLGHNMEZA5BYGIX36LYZXA,AEZPOZQEEBFFXZ2EQUYJI4VIQILA,AE4FRP3D6KIQG7H3GP436GUD52VQ,AGIUJI423LLZ56YOUAQ5NEYLFVEA,AGGT6VCILAXDI3NPIFAKXBGDYVQA,AHYLFL4VWQ2J4OOZXMEPISX5G64A,AHONFHGWU5UFOW2K622LL7B26M3Q,AETTZUILIPB5I7FQ272YUGEJ4SNQ","Gatij saini,Biswajit Kundu,Altaf Khan,Agam Saran,Dinesh Jain,Isha Singhal,Nilofar Adeni,Ramkumar Dharra",4.3,5792,5792,50,OfficeProducts,3,low price,OfficeProducts
B00AXHBBXU,"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",OfficeProducts|OfficeElectronics|Calculators|Scientific,550,5,522,"AHDNZMNGM6UT4M2VPRPLZ7EBWCOQ,AFI2AGCYNXV2A3SKAJRTFFX65HFQ,AEPIRPEEOWBOSQVYCEWRUCZJFSAQ,AFVP63GD2YFUXERJWKNLUY3NZSKQ,AGFEBW3IPRHJNCKQUJTJQ2GBB3RQ,AHWNQOAOX5D633L5V54NRQBS6BIQ,AEKO2ZDDNGZ4CMORVWODMHM7LD5A,AHJUIXMUINDDJJDLRFHQSHGLBSTQ","Jojo Dominic,Anshi tiwari,Rickz,Mehbub Alam,Joban,Ambika N,SHT GAMER,Amit Singh",4.4,12179,12179,550,OfficeProducts,3,low price,OfficeProducts
B07VV37FT4,Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",250,0,250,"AFE7R5FCWMXW42O5UTZ7YEAWGF7A,AHZMXBBTAGNP5FSXCLSP676YEJOQ,AFZUA67QC4VNENJEL2DUIJERYKRA,AHKCXIGVYQTE4LJIPBIFSQNYZSCQ,AHYC3B3YXT6CUZMS5X2TWWEY5W7Q,AEDV4GI2RIY5EVU7EXSDYNSRSVSQ,AFDQ5XNQEFSZJNO7MQZWRNV5TISQ,AHJCN3WBIWAFPESBIGKPYRNWEXFA","Karthick KJV,Ruchi,Amazon Customer,Harishankar Thakur,aizah,Dr.Murli Manohar,Mohan Devaraj,Mini Cherian",4.2,2628,2628,250,OfficeProducts,2,low price,OfficeProducts
B07LFQLKFZ,Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black),"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",420,0,420,"AG23N2Z5CVKFJZ6ZLIYU4NQTDKFA,AG2T5VLGSYCC4K6VINWC2USGSDJQ,AHZHDTTEM2NV5MW3BUGSBU63WTWQ,AGCFGQ3GOFTORIPXP5KJ7ZIB56ZA,AGZMM56YS4MIVU5GTMUXWREFS7PA,AE6IJ467G5TQ72ECC4ESEAAE2BUA,AFU3MFN7EXNXOFFXW7NUKIKIKOAA,AGQYYL7HPZZCZQXA3ZV66J6RXZTA","Amit  Kumar Chaudhary,Ankita Kakkar,Neelam Chouhan,Amazon Customer,Ajayaraman,Jaspal singh,Nishant arya,Tharun Sharma",4.2,1926,1926,420,OfficeProducts,2,low price,OfficeProducts
B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",315,20,252,"AEAD2LHI2R3QVR3AQKOPB523SVUA,AGHZS375UQZ6XK6BYQCZ2YJ4TX6A,AE3EZWQC4YBZLYGELTAF4RPD4YVQ,AGHNTOZPHJSNZXAV6VXZ55QQS2VA,AE34CJ4WMOVB26TU5H42L74U5DGA,AEMLPNYNPF73NMFYHSSXRCYO2OGQ,AER43SPS7UTEVRDP7YPU3HTOQA3A,AHF2MPFWRSCS6OXUZ3D5W3C37CRA","Aksa akhila,Subhadip,Kanna Keerthi,shopping User,Fauziya,Faisal Nasti,Mithun,@madmax810",4.5,3785,3785,315,OfficeProducts,2,low price,OfficeProducts
